cliente_id,nombre,fecha_registro,pedidos_ultimos_3m,segmento
110713,Perlita Palma Mulet,2023-01-21,15,premium
110733,Javi Jose Carlos Sosa Román,2023-02-28,15,premium
114187,Olegario Vélez Nevado,2022-04-12,15,premium
113607,Salomé Arana Hidalgo,2024-08-06,15,premium
103965,Edmundo Pons Sevillano,2021-07-31,15,premium
103965,Edmundo Pons Sevillano,2021-07-31,15,premium
108929,Alicia Espejo-Bustos,2021-03-22,15,premium
113030,Juan Luis Bermúdez Morales,2022-10-14,15,premium
103430,Timoteo López Peñas,2022-09-09,15,premium
114900,Fausto Palmer Castellanos,2022-09-20,15,premium
102922,Jorge Granados Landa,2023-06-13,15,premium
101084,Eutropio Segura-Valenzuela,2023-07-19,15,premium
106936,Remigio Teo Zabaleta Duarte,2024-03-03,15,premium
113640,Felipa Aguado Lobo,2020-11-02,15,premium
114268,Arcelia Sancho Borrás,2022-02-20,15,premium
100036,Melania Leiva-Ribas,2024-04-29,15,premium
107459,Hilario Cid Goñi,2020-09-14,15,premium
113922,Encarnita Sancho Tolosa,2023-12-23,15,premium
113922,Encarnita Sancho Tolosa,2023-12-23,15,premium
101905,Francisco Javier Quirós Castelló,2020-12-07,15,premium
112516,Saturnina Benavente Cabo,2022-02-05,15,premium
113459,Isa Belen Ferrera Tejedor,2021-07-10,15,premium
110978,Fabio Viana Casals,2021-01-01,15,premium
108002,Primitiva Castilla Aramburu,2021-03-20,15,premium
113187,Roxana Camila Rovira Quesada,2022-04-27,15,premium
111276,Godofredo Palomar Barriga,2020-07-11,15,premium
111276,Godofredo Palomar Barriga,2020-07-11,15,premium
100745,Adalberto Roig Cueto,2023-02-12,15,premium
105432,Zaida Ramis Pareja,2021-06-14,15,premium
104769,Beatriz Chacón Pombo,2022-09-06,15,premium
107763,Celso Cuevas Verdú,2024-04-20,15,premium
107459,Hilario Cid Goñi,2020-09-14,15,premium
111276,Godofredo Palomar Barriga,2020-07-11,15,premium
111276,Godofredo Palomar Barriga,2020-07-11,15,premium
103430,Timoteo López Peñas,2022-09-09,15,premium
107043,Maximiliano Araujo Espejo,2024-07-14,15,premium
106791,Regina Tamarit Ochoa,2023-11-26,14,premium
106933,Leire Ortega Sanchez,2021-04-08,14,premium
101329,Severiano Virgilio Castro Enríquez,2023-11-02,14,premium
106758,Andrés Felipe Ayllón Arcos,2023-06-11,14,premium
113644,Eligia Requena Blazquez,2020-04-03,14,premium
109453,Marcial Revilla Lobo,2024-07-02,14,premium
101748,Alejandra Esteban Pozo,2022-11-21,14,premium
107137,Ana Sofía Rozas,2021-10-23,14,premium
107769,Fabio Castro Hernando,2023-03-10,14,premium
103411,Catalina Marcos,2023-01-08,14,premium
114104,Rosa Roman,2024-05-03,14,premium
101108,Casemiro Sevillano Calderon,2020-12-09,14,premium
109486,Aurelio Roberto Falcó Sosa,2023-10-21,14,premium
112658,Erasmo Tomé,2024-07-18,14,premium
102185,Irene Bermudez Llabrés,2022-11-30,14,premium
103211,Reyes Porta-Soto,2020-07-29,14,premium
108055,Edmundo Ramos Mínguez,2023-04-23,14,premium
108055,Edmundo Ramos Mínguez,2023-04-23,14,premium
110246,Rolando Mir Castelló,2024-05-25,14,premium
109894,Samuel Colomer-Peinado,2024-04-09,14,premium
105752,Calixta Gutiérrez-Cantero,2023-11-15,14,premium
104541,Efraín Rosales Palacio,2022-01-26,14,premium
108319,Yésica Vazquez Doménech,2024-08-09,14,premium
107022,Ulises Lucena Santana,2022-11-24,14,premium
100721,Cristóbal Amor Revilla,2024-07-15,14,premium
114495,Malena Arregui,2020-08-18,14,premium
107840,María Pilar Montoya Ayllón,2024-01-12,14,premium
114677,Dafne Catalina Fábregas Catalá,2022-04-09,14,premium
114898,Federico Gual Gámez,2020-04-25,14,premium
113044,Iris Guillén,2024-01-11,14,premium
112445,Edgardo Ramírez Samper,2020-07-23,14,premium
113370,Asdrubal Figueroa,2020-07-01,14,premium
106283,Luna María Ángeles Quintanilla Hervia,2023-04-17,14,premium
106429,Amanda Cervera,2020-10-03,14,premium
100765,Begoña Acedo,2022-11-16,14,premium
104376,Sabas Alemán Valentín,2021-07-13,14,premium
113388,Custodia Serna-Borrego,2024-02-07,14,premium
107751,Marcela Lopez Mateos,2022-10-01,14,premium
112657,Vasco Peláez Dávila,2020-06-10,14,premium
101371,Luz Manu Seguí Bou,2021-08-03,14,premium
107633,Jordana Bautista Barroso,2021-09-13,14,premium
102610,Arcelia Arias-Rivas,2023-07-14,14,premium
109845,Glauco Maza Luján,2024-08-20,14,premium
113981,Nacio Saavedra Antúnez,2021-02-10,14,premium
114927,Victoriano Pazos Rivera,2024-05-26,14,premium
114927,Victoriano Pazos Rivera,2024-05-26,14,premium
111521,Leandra Solsona Prado,2021-03-04,14,premium
112536,Juliana Barriga,2021-09-08,14,premium
108143,Eutropio Gabaldón Ramírez,2022-08-25,14,premium
103520,Gracia Blanch Adadia,2024-07-12,14,premium
114112,Venceslás Domínguez,2021-05-27,14,premium
111478,Toño de Benítez,2020-05-10,14,premium
111605,Régulo Cañas,2021-02-10,14,premium
114074,Adalberto Barba-Sala,2021-08-25,14,premium
105095,Jacinto Berrocal Malo,2021-12-30,14,premium
100122,Tere Dora Exposito Jódar,2022-12-07,14,premium
102715,Josefina Rueda-Diéguez,2023-02-03,14,premium
105145,Sosimo Pla Tenorio,2024-08-10,14,premium
113862,Brígida Fuente Catalá,2020-09-16,14,premium
101594,Chus Porcel-Ocaña,2020-07-01,14,premium
101040,Olimpia Iñiguez Porcel,2022-08-24,14,premium
109754,Macarena Bustamante Méndez,2020-04-01,14,premium
110557,Calixto Jose Grande Vall,2023-05-31,14,premium
103658,Alicia Antonia Elorza Anaya,2022-09-11,14,premium
111765,Octavia Navarro Casanovas,2020-12-28,14,premium
100773,Julián Mínguez Morata,2020-03-31,14,premium
107220,Sol Ana Cortés Medina,2021-01-01,14,premium
109290,Humberto Pera Maza,2023-02-04,14,premium
107034,Jenny Benavent Díaz,2021-10-01,14,premium
104356,Consuelo Iriarte Somoza,2023-02-22,14,premium
108223,Borja Mata Baró,2020-12-06,14,premium
114275,Ezequiel Echeverría Valentín,2020-07-27,14,premium
105457,Sabina Barrio Acedo,2021-10-09,14,premium
103972,Sol Yáñez Belda,2020-04-29,14,premium
108133,Edu Casals Lopez,2021-04-08,14,premium
107013,Sabina Pedrosa-Pedro,2022-06-23,14,premium
106622,Humberto Ortiz Huerta,2021-09-22,14,premium
109771,Rafaela Galvez Castellanos,2020-11-17,14,premium
108255,Leonor Pizarro Teruel,2024-08-17,14,premium
110891,Tamara del Tomas,2021-12-01,14,premium
104994,Mohamed Wálter Gomila Planas,2021-02-02,14,premium
106913,Anastasia Abril-Clavero,2021-05-14,14,premium
102358,Natanael Llobet Porras,2022-06-29,14,premium
113192,Mayte Múñiz Cabezas,2023-05-07,14,premium
113512,Amador del Plana,2023-12-30,14,premium
114100,Isaías del Ramirez,2021-03-25,14,premium
112528,Noelia Mercader Moll,2022-01-07,14,premium
105744,Noa Gonzalez Gimenez,2022-09-25,14,premium
100593,Caridad Huerta-Reyes,2024-07-13,14,premium
107825,Eva María Fiol Bravo,2022-10-06,14,premium
104396,Eloy Ocaña Royo,2023-08-01,14,premium
104059,Desiderio Esparza Belda,2020-05-17,14,premium
100536,Ana Sofía del Hoz,2023-12-22,14,premium
101859,Conrado Saldaña Lobo,2022-04-05,14,premium
102997,Rufino Vicente Sanchez,2023-12-31,14,premium
102113,Primitiva del Sedano,2020-08-22,14,premium
106886,Julio César Ramirez Vicente,2021-06-04,14,premium
108595,Graciela Pereira,2021-06-12,14,premium
108511,Nilda Ferrándiz,2021-09-26,14,premium
111095,Noa Morata Carlos,2020-03-06,14,premium
111462,Pascual Saura Cisneros,2023-06-07,14,premium
112574,Odalis Alcolea Puerta,2020-10-25,14,premium
106614,Eugenio Dueñas Barco,2023-12-29,14,premium
108656,Calixto Arco Mascaró,2022-01-27,14,premium
103022,Amador Alfonso Jordán,2021-09-01,14,premium
109411,Susana Cabezas Blanes,2021-02-28,14,premium
112838,Francisca Chacón Sáenz,2023-02-25,14,premium
107509,Dani de Sabater,2023-06-30,14,premium
100480,Esther Olivares Sales,2020-04-09,14,premium
108919,Telmo Verdugo Arco,2020-11-06,14,premium
114718,Lorenza Recio-Melero,2020-06-30,14,premium
111918,,2020-04-11,14,premium
104354,Erasmo de Araujo,2021-01-20,14,premium
111328,Raquel Oliver Leiva,2021-03-16,14,premium
113166,Fausto Lloret Jiménez,2024-05-19,14,premium
104666,Amalia Acosta Mena,2021-05-20,14,premium
106396,Manuela Garriga Conesa,2022-09-17,14,premium
110335,Leonardo Roman Bernat,2022-08-11,14,premium
111510,Mar Guijarro,2020-09-16,14,premium
106105,Leocadia Barreda Cáceres,2022-05-03,14,premium
101595,Gema Tomás Esteban,2021-03-02,14,premium
107795,Paulino Peral Diez,2022-06-04,14,premium
102550,Eligia Almansa Villalobos,2020-05-24,14,premium
101666,Ruperta del Cortes,2024-04-18,14,premium
102956,Andrés Ramis Rios,2024-01-26,14,premium
112838,Francisca Chacón Sáenz,2023-02-25,14,premium
105752,Calixta Gutiérrez-Cantero,2023-11-15,14,premium
104994,Mohamed Wálter Gomila Planas,2021-02-02,14,premium
106308,Nydia Cuéllar-Diaz,2020-12-26,13,premium
105611,Luisina Manuel,2022-03-08,13,premium
102857,Trinidad Navas Maldonado,2022-09-15,13,premium
105554,Julio César Diego Fuente,2021-06-09,13,premium
110221,Lisandro Vera,2023-08-16,13,premium
103316,Ramiro David Morata Sánchez,2021-02-12,13,premium
107373,Jose Francisco Ureña,2021-08-21,13,premium
100512,Ramiro Bustamante Quintero,2022-01-30,13,premium
112907,Candelas del Vila,2023-05-10,13,premium
112452,Isidro Emilio Abascal Vizcaíno,2021-09-11,13,premium
103979,Alma del Batalla,2024-01-07,13,premium
111794,Onofre del Lasa,2022-10-27,13,premium
101548,Aníbal del Gutierrez,2023-02-28,13,premium
103483,Florencia Mármol,2021-12-23,13,premium
110076,Nacio Feliu Pont,2024-05-29,13,premium
107530,Cebrián de Pinto,2022-01-12,13,premium
108762,María Cuesta-Báez,2023-08-10,13,premium
103945,Angelita Valentín Alcolea,2024-02-27,13,premium
109086,Martirio Valeria Paredes Ferrero,2024-04-06,13,premium
106187,Emelina Yéssica Rosa Abascal,2022-12-07,13,premium
106843,Nadia Molina Benítez,2020-10-11,13,premium
110420,Heliodoro Cantero-Roselló,2023-11-11,13,premium
114139,Adrián Gil Vilar,2022-01-12,13,premium
102627,Herberto Rojas Escrivá,2021-11-17,13,premium
100931,Jose Angel Calderón Camino,2021-08-30,13,premium
109393,Juan Carlos Azorin Franco,2021-12-16,13,premium
105033,Carlito Bastida-Beltran,2024-07-19,13,premium
100851,Pascual Portillo Peñas,2020-04-21,13,premium
106546,Prudencia de Donoso,2024-05-02,13,premium
104140,Alcides de Piña,2022-12-17,13,premium
112388,Nazaret Fiol-Blasco,2022-01-13,13,premium
100432,Selena Antúnez Conesa,2023-02-02,13,premium
113728,Santiago José Mari Grau Alvarez,2021-10-24,13,premium
111999,Heraclio Ibáñez Hernando,2023-11-27,13,premium
101471,Fabiana Sánchez,2020-09-12,13,premium
108837,Manola del Montero,2022-10-07,13,premium
102453,Bibiana Mendoza Valentín,2022-12-10,13,premium
106555,Ale Carrión-Palomo,2023-03-02,13,premium
107104,Juan Francisco Almazán Ferrero,2023-12-15,13,premium
106021,Pepito Lobato,2022-05-14,13,premium
107594,Ana Belén Cantero Jiménez,2023-05-13,13,premium
109374,Cecilia Hurtado Exposito,2023-12-17,13,premium
106502,Prudencio Vara Sosa,2021-11-14,13,premium
106326,Nacho Fabra Álvarez,2020-03-08,13,premium
111449,Ariel Clementina Bonilla Llano,2021-09-19,13,premium
111449,Ariel Clementina Bonilla Llano,2021-09-19,13,premium
101237,Eladio Piña Cañizares,2022-07-17,13,premium
110253,Chucho del Prieto,2022-11-07,13,premium
113994,Evita Otero Zabala,2023-12-22,13,premium
111547,Eva Imelda Mayol Benito,2020-04-05,13,premium
105359,Felicidad Aguado Frías,2023-07-13,13,premium
108022,Glauco Anaya Izaguirre,2020-12-04,13,premium
109315,Soledad de Quiroga,2022-08-05,13,premium
108315,Reyes Consuela Leon Figueras,2023-12-25,13,premium
114621,Glauco Vives Ibañez,2023-10-21,13,premium
106696,Macario Leal-Solís,2022-12-25,13,premium
114746,Manolo Solís,2020-06-21,13,premium
100028,Palmira Santamaria Montaña,2024-03-19,13,premium
110741,Gerónimo Bosch Calatayud,2021-12-29,13,premium
108068,Olimpia de Torres,2021-08-05,13,premium
105385,Santos Arregui Elorza,2023-01-29,13,premium
105894,Roque Nogués Perez,2020-03-22,13,premium
101612,Calixta Maestre,2023-03-02,13,premium
112326,Amada Jove Gutierrez,2024-06-06,13,premium
102831,Eusebia Torralba Atienza,2021-10-18,13,premium
110807,Juan Antonio Valls Solsona,2023-09-02,13,premium
107169,Nydia Miguel Miguel,2023-11-28,13,premium
106452,Sol Águeda Mosquera Escalona,2024-04-07,13,premium
104852,Reyes Marcos Castrillo Antón,2020-11-08,13,premium
100361,Leire de Planas,2024-05-23,13,premium
111072,Francisco Javier Atilio Castells Torrents,2022-03-22,13,premium
108397,Juan José Francisco Jose Sevilla Alvarado,2023-04-02,13,premium
100312,Ainara Pizarro Roma,2021-06-28,13,premium
107591,Calixto Goicoechea Galvez,2024-01-28,13,premium
104707,Cirino de Puente,2022-07-06,13,premium
106663,Amado Riera Reguera,2021-06-15,13,premium
112720,Carlos Duilio Girona Salvador,2021-03-28,13,premium
106212,Hilario Sureda Rueda,2021-07-30,13,premium
106108,Sara Mendoza Cózar,2021-11-26,13,premium
109856,Jose Manuel Montesinos-Rodríguez,2020-05-06,13,premium
107661,León Lozano Casanova,2020-11-13,13,premium
109963,María Fernanda Maristela Castejón Vicente,2022-08-23,13,premium
115155,Hilda de Moles,2024-07-28,13,premium
111311,Octavio Catalán Costa,2021-06-23,13,premium
111311,Octavio Catalán Costa,2021-06-23,13,premium
105197,Carlito Guijarro Muñoz,2022-05-15,13,premium
105197,Carlito Guijarro Muñoz,2022-05-15,13,premium
106119,Basilio Criado Segura,2022-10-14,13,premium
107444,Pablo Salinas,2020-03-27,13,premium
106135,Rico Pastor Ripoll,2021-02-14,13,premium
107183,Isaura Coca,2020-08-02,13,premium
109510,Jenaro Castellanos Múgica,2023-01-25,13,premium
111672,Clímaco Alba Batalla,2023-07-24,13,premium
108359,Maximiano Hierro Murillo,2024-04-18,13,premium
109232,Custodio Rivas Soriano,2022-03-07,13,premium
108673,Malena Cerdán Pellicer,2024-06-09,13,premium
110319,Juan Nilo Pedraza Mínguez,2024-02-08,13,premium
110485,Renato Montaña Peinado,2021-03-24,13,premium
100830,Vinicio de Durán,2023-02-13,13,premium
104514,Herminia Lillo-Parra,2023-05-16,13,premium
106159,Jose Manuel Ruano Quintanilla,2020-10-25,13,premium
101576,Emma Rovira Casas,2024-07-05,13,premium
108117,Febe Solana,2023-12-23,13,premium
108629,Nacio Baeza-Montalbán,2020-11-23,13,premium
111603,Cristian Nevado Polo,2022-02-25,13,premium
103493,Cintia Naranjo Escamilla,2023-07-27,13,premium
100591,Lupe Reyes Carmona,2024-03-24,13,premium
101492,Ruperta Hurtado-Tolosa,2021-06-05,13,premium
105298,Saturnino de Valle,2021-02-19,13,premium
102178,Nacio Lasa,2022-09-17,13,premium
110666,Demetrio Almagro Gisbert,2022-07-21,13,premium
111515,Renata Amores Benavides,2023-06-12,13,premium
110307,Concha Jaén Carrasco,2021-06-16,13,premium
114720,Pío Vargas-Amador,2021-12-03,13,premium
101115,Graciana Sarabia Ramos,2023-11-10,13,premium
101580,Primitivo Canales,2023-12-24,13,premium
100316,Primitiva Borrell Canales,2022-10-13,13,premium
102685,Lucas Ros Jara,2024-05-10,13,premium
105000,Buenaventura Jiménez Saez,2020-09-25,13,premium
114346,Eleuterio Juan Pablo Alfonso Gaya,2023-11-11,13,premium
102217,Angélica Ramirez-Manuel,2024-01-10,13,premium
100539,Flora Arribas,2024-08-14,13,premium
104765,Basilio Bárcena Rey,2022-04-12,13,premium
103061,Elpidio Llano,2020-08-29,13,premium
104293,Ildefonso Figuerola Jódar,2022-04-26,13,premium
108288,Manu Chamorro Rubio,2023-02-16,13,premium
112264,Rafaela Ale Díaz Angulo,2023-11-15,13,premium
105822,Ricardo Noé Segura Rosado,2023-07-18,13,premium
103194,Prudencia Adadia,2022-02-05,13,premium
115194,Lola Español Luque,2024-07-25,13,premium
112014,Bonifacio Ramírez Castejón,2023-09-20,13,premium
112014,Bonifacio Ramírez Castejón,2023-09-20,13,premium
114402,Cirino Blanes,2020-11-02,13,premium
105921,Leocadia Río Vargas,2020-09-04,13,premium
108912,Marcio Prada-Tenorio,2022-12-16,13,premium
112860,Moreno Crespi Chaparro,2023-04-26,13,premium
114067,Viviana Blanco Bernad,2020-11-05,13,premium
110773,Sabas Crespi Carbajo,2022-08-10,13,premium
110773,Sabas Crespi Carbajo,2022-08-10,13,premium
115083,Marta Agudo-Amores,2020-11-10,13,premium
114368,Rafaela Garcia,2022-01-30,13,premium
111076,Jovita Llopis Martin,2024-03-01,13,premium
109352,Severo Morán Jover,2024-02-02,13,premium
112513,Obdulia Iborra,2021-05-15,13,premium
100840,Paloma Emiliana Escolano Arnau,2021-08-18,13,premium
114803,Isidro Virgilio Palacios Abascal,2020-10-11,13,premium
110154,Rebeca Cerezo,2023-05-02,13,premium
102413,Georgina Laura Saez Uribe,2021-03-23,13,premium
101333,Pilar Vives Osorio,2024-08-05,13,premium
111591,Leticia Villalonga Botella,2021-06-19,13,premium
105082,Fidel Ramis,2021-08-20,13,premium
114406,Candela Ruano Uribe,2024-02-11,13,premium
103372,Eustaquio Manrique-Benavides,2023-12-08,13,premium
109503,Candelaria Requena Cañas,2022-12-17,13,premium
109953,Eli Casado-Campo,2023-08-16,13,premium
112441,Emelina Aurora Reguera Gálvez,2023-11-10,13,premium
107279,Melchor Ferrándiz,2023-04-13,13,premium
107563,Berta Pujol Alegria,2023-08-15,13,premium
107435,Buenaventura Héctor Cervantes Mariño,2020-07-18,13,premium
110586,María Carmen Yáñez Torre,2020-09-22,13,premium
105080,Patricia Madrid Vilaplana,2024-04-08,13,premium
102134,Rodolfo Donoso Cerdá,2020-06-25,13,premium
108893,Liliana Alondra Feijoo Mora,2021-10-07,13,premium
111076,Jovita Llopis Martin,2024-03-01,13,premium
110461,Narciso Durán Lastra,2023-02-10,12,premium
110461,Narciso Durán Lastra,2023-02-10,12,premium
101351,Alexandra Nadal Pombo,2020-10-18,12,premium
111689,Fulgencio Ruiz Ródenas,2024-04-15,12,premium
111015,Macaria Plana Gilabert,2023-07-27,12,premium
108696,Goyo Aragonés Saldaña,2024-02-27,12,premium
107699,Zaira Cerro Vall,2023-09-04,12,premium
104005,Teodoro Agullo Prado,2020-04-22,12,premium
105652,Francisca Pombo Carbó,2020-05-04,12,premium
110866,Manuel Sanabria,2023-12-20,12,premium
106599,Loreto Cabello-Olivera,2020-08-09,12,premium
114965,Aura Lobo Valderrama,2021-04-09,12,premium
104751,Ulises Porcel Jiménez,2024-01-10,12,premium
102969,Noemí Simó Busquets,2023-05-21,12,premium
108674,Dalila Ortuño Expósito,2024-05-01,12,premium
107411,Marcial Uribe Estrada,2021-01-24,12,premium
102141,Irma Ródenas Méndez,2020-12-16,12,premium
108964,Reyna Grau,2022-07-29,12,premium
106481,Duilio Castañeda Teruel,2022-05-30,12,premium
106436,Etelvina de Castell,2021-02-01,12,premium
113069,Teodora Cózar,2022-08-17,12,premium
108114,Julia Beltrán Mariscal,2020-06-13,12,premium
103215,Francisco Pujadas Talavera,2021-01-01,12,premium
111751,Marcela Rosalina Bermúdez Garcia,2021-12-28,12,premium
103828,Juan Antonio España Garzón,2021-12-01,12,premium
114980,Belen del Cuéllar,2021-04-30,12,premium
103528,Martina Soler Salas,2021-02-09,12,premium
102657,Nicanor Mesa-Castañeda,2024-08-25,12,premium
105599,Nazaret de Vila,2022-09-07,12,premium
106026,Paco Gallo Cepeda,2023-10-20,12,premium
105715,Florentina Navarro Peralta,2023-08-08,12,premium
114939,Juan Manuel Cabo,2020-11-06,12,premium
106175,Anastasio Giner Vilanova,2020-10-23,12,premium
107189,María Belén Merino-Amat,2023-11-22,12,premium
106206,Maristela Laura Quintanilla Bosch,2023-10-01,12,premium
109979,Esperanza Aznar Almazán,2021-03-10,12,premium
106419,Chita Morata Cueto,2021-04-08,12,premium
101012,Claudia Calvet-Yáñez,2024-04-18,12,premium
111720,Diego Santamaria Arenas,2022-08-04,12,premium
104245,Horacio Gomez Galván,2023-02-06,12,premium
107066,Jessica Mateos,2020-12-12,12,premium
109231,Violeta de Mulet,2023-08-16,12,premium
103206,Selena Almeida Tejedor,2023-11-02,12,premium
106313,Esperanza del Alarcón,2024-05-09,12,premium
103593,Aurelio Peralta Ramón,2023-04-22,12,premium
114877,Evaristo Espinosa Gargallo,2023-12-16,12,premium
109629,Paola Reguera Morán,2023-04-07,12,premium
115074,Narcisa Remedios Osorio Granados,2022-08-28,12,premium
107498,Xiomara Cal Garzón,2022-01-04,12,premium
106903,María del Pera,2022-11-13,12,premium
113946,Flora del Sola,2022-10-06,12,premium
107732,Espiridión Peña Egea,2023-10-09,12,premium
110708,Ale Faustino Arregui Juárez,2022-07-07,12,premium
108157,Clímaco Flores Cabo,2021-11-24,12,premium
102146,Teodoro Rómulo Revilla Pagès,2024-08-12,12,premium
110138,Nazaret Royo,2023-10-28,12,premium
111628,Lorenzo Pi-Viana,2022-02-28,12,premium
105906,Venceslás Clemente Riquelme,2020-11-05,12,premium
114764,Amílcar Segarra Calleja,2022-04-07,12,premium
101804,Carlota Menéndez-Blasco,2022-08-15,12,premium
112877,Erasmo Rosales Bauzà,2020-12-13,12,premium
101087,Enrique Almagro Chaves,2023-06-15,12,premium
101087,Enrique Almagro Chaves,2023-06-15,12,premium
113242,Cruz Solsona Barba,2022-02-16,12,premium
108432,Maristela Ibarra Monreal,2023-02-12,12,premium
104709,Manuela Cazorla Salmerón,2024-08-23,12,premium
105381,Fermín Vall-Marti,2021-08-03,12,premium
101689,Pedro Calderon Burgos,2021-11-11,12,premium
105016,Olegario Barrio Ricart,2022-10-09,12,premium
111153,Rosaura Requena Miró,2023-05-05,12,premium
102772,Pepita del Molins,2021-10-25,12,premium
109386,Delfina Mateos Leiva,2020-12-09,12,premium
111575,Pascuala Estévez Ferrándiz,2023-10-18,12,premium
104129,Tomasa Almazán Torrijos,2023-01-03,12,premium
106527,Curro Guzmán Aragón,2021-08-25,12,premium
112802,Lina Cabrero Cuervo,2023-06-25,12,premium
109887,Carmelita Corominas Pedrosa,2021-11-01,12,premium
103300,Natividad Torrecilla Porta,2022-10-24,12,premium
115099,Rosalinda Segovia Tenorio,2022-07-22,12,premium
